sample_id,highway,lat,lng,class_id,distress_type,confidence,u_min,v_min,width,height,weather
RDD-IND-00394,NH-48 KM 214.2,29.1757,77.4562,4,D40_Pothole,0.978,0.316,0.322,0.148,0.102,Sunny Daylight
RDD-IND-00395,NH-66 KM 45.1,29.1769,77.4571,1,D00_Longitudinal,0.94,0.348,0.523,0.314,0.145,Night Sodium
RDD-IND-00396,Mumbai-Pune Exp KM 88.0,29.1781,77.458,4,D40_Pothole,0.992,0.329,0.621,0.312,0.117,Overcast
RDD-IND-00397,NH-44 KM 108.4,29.1793,77.4589,4,D40_Pothole,0.986,0.257,0.659,0.305,0.207,Monsoon Rain
RDD-IND-00398,NH-48 KM 214.2,29.1805,77.4598,2,D10_Lateral,0.948,0.305,0.594,0.303,0.096,Sunny Daylight
RDD-IND-00399,NH-66 KM 45.1,29.1817,77.4607,4,D40_Pothole,0.976,0.538,0.614,0.182,0.157,Night Sodium
RDD-IND-00400,Mumbai-Pune Exp KM 88.0,29.1829,77.4616,4,D40_Pothole,0.976,0.537,0.742,0.204,0.232,Overcast
RDD-IND-00401,NH-44 KM 108.4,29.1841,77.4625,0,Normal,0.919,0.387,0.417,0.345,0.099,Monsoon Rain
RDD-IND-00402,NH-48 KM 214.2,29.1853,77.4634,4,D40_Pothole,0.989,0.645,0.55,0.207,0.178,Sunny Daylight
RDD-IND-00403,NH-66 KM 45.1,29.1865,77.4643,2,D10_Lateral,0.954,0.37,0.513,0.269,0.196,Night Sodium
RDD-IND-00404,Mumbai-Pune Exp KM 88.0,29.1877,77.4652,4,D40_Pothole,0.983,0.212,0.663,0.301,0.142,Overcast
RDD-IND-00405,NH-44 KM 108.4,29.1889,77.4661,1,D00_Longitudinal,0.938,0.671,0.774,0.155,0.227,Monsoon Rain
RDD-IND-00406,NH-48 KM 214.2,29.1901,77.467,4,D40_Pothole,0.989,0.433,0.665,0.148,0.116,Sunny Daylight
RDD-IND-00407,NH-66 KM 45.1,29.1913,77.4679,1,D00_Longitudinal,0.944,0.677,0.448,0.286,0.195,Night Sodium
RDD-IND-00408,Mumbai-Pune Exp KM 88.0,29.1925,77.4688,0,Normal,0.911,0.156,0.372,0.338,0.163,Overcast
RDD-IND-00409,NH-44 KM 108.4,29.1937,77.4697,4,D40_Pothole,0.99,0.216,0.446,0.199,0.198,Monsoon Rain
RDD-IND-00410,NH-48 KM 214.2,29.1949,77.4706,0,Normal,0.918,0.161,0.622,0.278,0.191,Sunny Daylight
RDD-IND-00411,NH-66 KM 45.1,29.1961,77.4715,1,D00_Longitudinal,0.938,0.577,0.316,0.245,0.213,Night Sodium
RDD-IND-00412,Mumbai-Pune Exp KM 88.0,29.1973,77.4724,4,D40_Pothole,0.994,0.256,0.354,0.146,0.205,Overcast
RDD-IND-00413,NH-44 KM 108.4,29.1985,77.4733,4,D40_Pothole,0.994,0.145,0.619,0.097,0.226,Monsoon Rain
RDD-IND-00414,NH-48 KM 214.2,29.1997,77.4742,3,D20_Alligator,0.96,0.341,0.317,0.157,0.241,Sunny Daylight
RDD-IND-00415,NH-66 KM 45.1,29.2009,77.4751,3,D20_Alligator,0.966,0.621,0.448,0.268,0.194,Night Sodium
RDD-IND-00416,Mumbai-Pune Exp KM 88.0,29.2021,77.476,2,D10_Lateral,0.949,0.582,0.426,0.162,0.172,Overcast
RDD-IND-00417,NH-44 KM 108.4,29.2033,77.4769,1,D00_Longitudinal,0.936,0.399,0.474,0.1,0.149,Monsoon Rain
RDD-IND-00418,NH-48 KM 214.2,29.2045,77.4778,1,D00_Longitudinal,0.939,0.698,0.334,0.086,0.117,Sunny Daylight
RDD-IND-00419,NH-66 KM 45.1,29.2057,77.4787,3,D20_Alligator,0.969,0.292,0.504,0.294,0.19,Night Sodium
RDD-IND-00420,Mumbai-Pune Exp KM 88.0,29.2069,77.4796,4,D40_Pothole,0.976,0.381,0.397,0.264,0.069,Overcast
RDD-IND-00421,NH-44 KM 108.4,29.2081,77.4805,4,D40_Pothole,0.98,0.548,0.481,0.232,0.232,Monsoon Rain
RDD-IND-00422,NH-48 KM 214.2,29.2093,77.4814,4,D40_Pothole,0.979,0.469,0.717,0.153,0.211,Sunny Daylight
RDD-IND-00423,NH-66 KM 45.1,29.2105,77.4823,0,Normal,0.918,0.159,0.745,0.216,0.078,Night Sodium
RDD-IND-00424,Mumbai-Pune Exp KM 88.0,29.2117,77.4832,2,D10_Lateral,0.954,0.656,0.643,0.118,0.103,Overcast
RDD-IND-00425,NH-44 KM 108.4,29.2129,77.4841,0,Normal,0.915,0.493,0.415,0.153,0.07,Monsoon Rain
RDD-IND-00426,NH-48 KM 214.2,29.2141,77.485,2,D10_Lateral,0.958,0.138,0.513,0.308,0.07,Sunny Daylight
RDD-IND-00427,NH-66 KM 45.1,29.2153,77.4859,2,D10_Lateral,0.949,0.158,0.704,0.303,0.195,Night Sodium
RDD-IND-00428,Mumbai-Pune Exp KM 88.0,29.2165,77.4868,4,D40_Pothole,0.988,0.665,0.338,0.143,0.179,Overcast
RDD-IND-00429,NH-44 KM 108.4,29.2177,77.4877,1,D00_Longitudinal,0.941,0.207,0.701,0.095,0.116,Monsoon Rain
RDD-IND-00430,NH-48 KM 214.2,29.2189,77.4886,0,Normal,0.92,0.221,0.473,0.218,0.081,Sunny Daylight
RDD-IND-00431,NH-66 KM 45.1,29.2201,77.4895,0,Normal,0.923,0.52,0.741,0.327,0.236,Night Sodium
RDD-IND-00432,Mumbai-Pune Exp KM 88.0,29.2213,77.4904,4,D40_Pothole,0.977,0.617,0.751,0.241,0.242,Overcast
RDD-IND-00433,NH-44 KM 108.4,29.2225,77.4913,3,D20_Alligator,0.964,0.322,0.761,0.169,0.072,Monsoon Rain
RDD-IND-00434,NH-48 KM 214.2,29.2237,77.4922,0,Normal,0.919,0.151,0.578,0.311,0.149,Sunny Daylight
RDD-IND-00435,NH-66 KM 45.1,29.2249,77.4931,0,Normal,0.917,0.521,0.302,0.088,0.172,Night Sodium
RDD-IND-00436,Mumbai-Pune Exp KM 88.0,29.2261,77.494,3,D20_Alligator,0.972,0.672,0.765,0.164,0.104,Overcast
RDD-IND-00437,NH-44 KM 108.4,29.2273,77.4949,0,Normal,0.916,0.683,0.525,0.312,0.122,Monsoon Rain
RDD-IND-00438,NH-48 KM 214.2,29.2285,77.4958,4,D40_Pothole,0.982,0.466,0.559,0.348,0.132,Sunny Daylight
RDD-IND-00439,NH-66 KM 45.1,29.2297,77.4967,3,D20_Alligator,0.972,0.219,0.556,0.138,0.224,Night Sodium
RDD-IND-00440,Mumbai-Pune Exp KM 88.0,29.2309,77.4976,0,Normal,0.917,0.593,0.541,0.308,0.128,Overcast
RDD-IND-00441,NH-44 KM 108.4,29.2321,77.4985,0,Normal,0.917,0.649,0.625,0.333,0.24,Monsoon Rain
RDD-IND-00442,NH-48 KM 214.2,29.2333,77.4994,4,D40_Pothole,0.997,0.39,0.334,0.32,0.2,Sunny Daylight
RDD-IND-00443,NH-66 KM 45.1,29.2345,77.5003,1,D00_Longitudinal,0.943,0.611,0.586,0.13,0.056,Night Sodium
RDD-IND-00444,Mumbai-Pune Exp KM 88.0,29.2357,77.5012,1,D00_Longitudinal,0.943,0.428,0.776,0.142,0.133,Overcast
RDD-IND-00445,NH-44 KM 108.4,29.2369,77.5021,4,D40_Pothole,0.982,0.44,0.748,0.268,0.077,Monsoon Rain
RDD-IND-00446,NH-48 KM 214.2,29.2381,77.503,4,D40_Pothole,0.993,0.312,0.421,0.209,0.187,Sunny Daylight
RDD-IND-00447,NH-66 KM 45.1,29.2393,77.5039,4,D40_Pothole,0.997,0.42,0.663,0.17,0.064,Night Sodium
RDD-IND-00448,Mumbai-Pune Exp KM 88.0,29.2405,77.5048,4,D40_Pothole,0.976,0.403,0.707,0.264,0.214,Overcast
RDD-IND-00449,NH-44 KM 108.4,29.2417,77.5057,1,D00_Longitudinal,0.943,0.525,0.729,0.266,0.155,Monsoon Rain
RDD-IND-00450,NH-48 KM 214.2,29.2429,77.5066,0,Normal,0.917,0.156,0.528,0.274,0.214,Sunny Daylight
RDD-IND-00451,NH-66 KM 45.1,29.2441,77.5075,4,D40_Pothole,0.978,0.3,0.379,0.325,0.071,Night Sodium
RDD-IND-00452,Mumbai-Pune Exp KM 88.0,29.2453,77.5084,3,D20_Alligator,0.959,0.301,0.74,0.276,0.072,Overcast
RDD-IND-00453,NH-44 KM 108.4,29.2465,77.5093,2,D10_Lateral,0.947,0.602,0.542,0.294,0.206,Monsoon Rain
RDD-IND-00454,NH-48 KM 214.2,29.2477,77.5102,4,D40_Pothole,0.99,0.273,0.448,0.254,0.069,Sunny Daylight
RDD-IND-00455,NH-66 KM 45.1,29.2489,77.5111,0,Normal,0.92,0.481,0.442,0.298,0.177,Night Sodium
RDD-IND-00456,Mumbai-Pune Exp KM 88.0,29.2501,77.512,2,D10_Lateral,0.953,0.456,0.627,0.094,0.198,Overcast
RDD-IND-00457,NH-44 KM 108.4,29.2513,77.5129,0,Normal,0.911,0.165,0.315,0.298,0.103,Monsoon Rain
RDD-IND-00458,NH-48 KM 214.2,29.2525,77.5138,2,D10_Lateral,0.951,0.608,0.686,0.225,0.121,Sunny Daylight
RDD-IND-00459,NH-66 KM 45.1,29.2537,77.5147,0,Normal,0.915,0.55,0.73,0.166,0.233,Night Sodium
RDD-IND-00460,Mumbai-Pune Exp KM 88.0,29.2549,77.5156,0,Normal,0.92,0.124,0.477,0.188,0.081,Overcast
RDD-IND-00461,NH-44 KM 108.4,29.2561,77.5165,0,Normal,0.92,0.273,0.639,0.169,0.088,Monsoon Rain
RDD-IND-00462,NH-48 KM 214.2,29.2573,77.5174,3,D20_Alligator,0.967,0.238,0.645,0.223,0.07,Sunny Daylight
RDD-IND-00463,NH-66 KM 45.1,29.2585,77.5183,3,D20_Alligator,0.976,0.507,0.574,0.323,0.209,Night Sodium
RDD-IND-00464,Mumbai-Pune Exp KM 88.0,29.2597,77.5192,3,D20_Alligator,0.961,0.502,0.747,0.134,0.21,Overcast
RDD-IND-00465,NH-44 KM 108.4,29.2609,77.5201,4,D40_Pothole,0.995,0.138,0.629,0.212,0.14,Monsoon Rain
RDD-IND-00466,NH-48 KM 214.2,29.2621,77.521,1,D00_Longitudinal,0.943,0.218,0.618,0.326,0.061,Sunny Daylight
RDD-IND-00467,NH-66 KM 45.1,29.2633,77.5219,1,D00_Longitudinal,0.935,0.309,0.681,0.085,0.175,Night Sodium
RDD-IND-00468,Mumbai-Pune Exp KM 88.0,29.2645,77.5228,4,D40_Pothole,0.986,0.217,0.492,0.25,0.058,Overcast
RDD-IND-00469,NH-44 KM 108.4,29.2657,77.5237,1,D00_Longitudinal,0.93,0.18,0.603,0.287,0.238,Monsoon Rain
RDD-IND-00470,NH-48 KM 214.2,29.2669,77.5246,4,D40_Pothole,0.995,0.386,0.721,0.105,0.167,Sunny Daylight
RDD-IND-00471,NH-66 KM 45.1,29.2681,77.5255,0,Normal,0.911,0.134,0.378,0.321,0.072,Night Sodium
RDD-IND-00472,Mumbai-Pune Exp KM 88.0,29.2693,77.5264,4,D40_Pothole,0.995,0.214,0.423,0.184,0.146,Overcast
RDD-IND-00473,NH-44 KM 108.4,29.2705,77.5273,0,Normal,0.914,0.187,0.72,0.267,0.118,Monsoon Rain
RDD-IND-00474,NH-48 KM 214.2,29.2717,77.5282,4,D40_Pothole,0.988,0.631,0.375,0.249,0.249,Sunny Daylight
RDD-IND-00475,NH-66 KM 45.1,29.2729,77.5291,2,D10_Lateral,0.956,0.661,0.336,0.229,0.073,Night Sodium
RDD-IND-00476,Mumbai-Pune Exp KM 88.0,29.2741,77.53,4,D40_Pothole,0.997,0.623,0.642,0.103,0.248,Overcast
RDD-IND-00477,NH-44 KM 108.4,29.2753,77.5309,0,Normal,0.916,0.696,0.39,0.13,0.245,Monsoon Rain
RDD-IND-00478,NH-48 KM 214.2,29.2765,77.5318,3,D20_Alligator,0.959,0.673,0.69,0.082,0.052,Sunny Daylight
RDD-IND-00479,NH-66 KM 45.1,29.2777,77.5327,4,D40_Pothole,0.995,0.153,0.422,0.227,0.115,Night Sodium
RDD-IND-00480,Mumbai-Pune Exp KM 88.0,29.2789,77.5336,2,D10_Lateral,0.956,0.391,0.505,0.259,0.127,Overcast
RDD-IND-00481,NH-44 KM 108.4,29.2801,77.5345,3,D20_Alligator,0.965,0.231,0.588,0.14,0.074,Monsoon Rain
RDD-IND-00482,NH-48 KM 214.2,29.2813,77.5354,3,D20_Alligator,0.971,0.452,0.773,0.283,0.14,Sunny Daylight
RDD-IND-00483,NH-66 KM 45.1,29.2825,77.5363,2,D10_Lateral,0.95,0.348,0.64,0.105,0.215,Night Sodium
RDD-IND-00484,Mumbai-Pune Exp KM 88.0,29.2837,77.5372,3,D20_Alligator,0.965,0.296,0.355,0.143,0.072,Overcast
RDD-IND-00485,NH-44 KM 108.4,29.2849,77.5381,3,D20_Alligator,0.961,0.339,0.407,0.345,0.109,Monsoon Rain
RDD-IND-00486,NH-48 KM 214.2,29.2861,77.539,4,D40_Pothole,0.989,0.104,0.677,0.221,0.158,Sunny Daylight
RDD-IND-00487,NH-66 KM 45.1,29.2873,77.5399,0,Normal,0.914,0.448,0.7,0.087,0.239,Night Sodium
RDD-IND-00488,Mumbai-Pune Exp KM 88.0,29.2885,77.5408,1,D00_Longitudinal,0.935,0.505,0.761,0.191,0.209,Overcast
RDD-IND-00489,NH-44 KM 108.4,29.2897,77.5417,4,D40_Pothole,0.994,0.263,0.439,0.183,0.168,Monsoon Rain
RDD-IND-00490,NH-48 KM 214.2,29.2909,77.5426,4,D40_Pothole,0.988,0.646,0.684,0.253,0.171,Sunny Daylight
RDD-IND-00491,NH-66 KM 45.1,29.2921,77.5435,2,D10_Lateral,0.95,0.511,0.344,0.134,0.204,Night Sodium
RDD-IND-00492,Mumbai-Pune Exp KM 88.0,29.2933,77.5444,3,D20_Alligator,0.965,0.405,0.505,0.166,0.057,Overcast
RDD-IND-00493,NH-44 KM 108.4,29.2945,77.5453,1,D00_Longitudinal,0.934,0.642,0.738,0.214,0.219,Monsoon Rain
RDD-IND-00494,NH-48 KM 214.2,29.2957,77.5462,0,Normal,0.927,0.331,0.691,0.337,0.168,Sunny Daylight
RDD-IND-00495,NH-66 KM 45.1,29.2969,77.5471,2,D10_Lateral,0.951,0.228,0.729,0.337,0.221,Night Sodium
RDD-IND-00496,Mumbai-Pune Exp KM 88.0,29.2981,77.548,1,D00_Longitudinal,0.941,0.643,0.757,0.328,0.086,Overcast
RDD-IND-00497,NH-44 KM 108.4,29.2993,77.5489,3,D20_Alligator,0.961,0.172,0.527,0.135,0.128,Monsoon Rain
RDD-IND-00498,NH-48 KM 214.2,29.3005,77.5498,0,Normal,0.917,0.289,0.379,0.28,0.19,Sunny Daylight
RDD-IND-00499,NH-66 KM 45.1,29.3017,77.5507,4,D40_Pothole,0.996,0.268,0.412,0.319,0.086,Night Sodium
RDD-IND-00500,Mumbai-Pune Exp KM 88.0,29.3029,77.5516,4,D40_Pothole,0.997,0.329,0.327,0.318,0.178,Overcast
